document_title,document_url,study_cycle,study_region,study_phase,document_type,report_date,report_date_source,discovery_method,discovered_at,object_id,filename,extension,process_stage,publish_date_meta,download_eligible,local_path,download_status,source_file,zip_member,issue,pages,project_id,project_key,study_group,decision_point,capacity_mw,eris_mw,nris_mw,poi,transmission_owner,network_upgrade_cost,interconnection_facility_cost,affected_system_cost,capacity_reduction_mw,withdrawal_mentioned,restudy_flag,source_url,source_page,extraction_method,extraction_confidence,project_cost,shared_group_cost,total_group_cost,cost_allocation_known
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2673,P::J2673,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,12.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2674,P::J2674,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,12.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2675,P::J2675,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,12.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2676,P::J2676,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,12.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2677,P::J2677,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,12.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2678,P::J2678,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,12.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2679,P::J2679,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,12.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2683,P::J2683,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,12.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2071,P::J2071,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,12.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2684,P::J2684,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,12.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2685,P::J2685,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,12.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2686,P::J2686,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,12.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2687,P::J2687,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,12.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2688,P::J2688,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,12.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2689,P::J2689,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,12.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2690,P::J2690,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,12.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2691,P::J2691,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,12.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2692,P::J2692,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,12.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2693,P::J2693,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,12.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2694,P::J2694,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,12.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2695,P::J2695,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,12.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2696,P::J2696,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,12.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2697,P::J2697,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,12.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2698,P::J2698,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,12.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2699,P::J2699,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,12.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2700,P::J2700,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,12.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2701,P::J2701,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,12.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2702,P::J2702,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,12.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2703,P::J2703,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,12.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2704,P::J2704,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,12.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2705,P::J2705,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,13.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2706,P::J2706,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,13.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2707,P::J2707,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,13.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2708,P::J2708,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,13.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2710,P::J2710,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,13.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2711,P::J2711,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,13.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2712,P::J2712,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,13.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2713,P::J2713,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,13.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2714,P::J2714,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,13.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2715,P::J2715,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,13.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2716,P::J2716,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,13.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2718,P::J2718,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,13.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2719,P::J2719,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,13.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2720,P::J2720,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,13.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2721,P::J2721,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,13.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2722,P::J2722,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,13.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2723,P::J2723,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,13.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2724,P::J2724,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,13.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2725,P::J2725,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,13.0,pdfplumber,0.5,,,,0.0
