document_title,document_url,study_cycle,study_region,study_phase,document_type,report_date,report_date_source,discovery_method,discovered_at,object_id,filename,extension,process_stage,publish_date_meta,download_eligible,local_path,download_status,source_file,zip_member,issue,pages,project_id,project_key,study_group,decision_point,capacity_mw,eris_mw,nris_mw,poi,transmission_owner,network_upgrade_cost,interconnection_facility_cost,affected_system_cost,capacity_reduction_mw,withdrawal_mentioned,restudy_flag,source_url,source_page,extraction_method,extraction_confidence,project_cost,shared_group_cost,total_group_cost,cost_allocation_known
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2495,P::J2495,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,6.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2608,P::J2608,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,6.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3051,P::J3051,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,6.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J3172,P::J3172,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,6.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2322,P::J2322,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2323,P::J2323,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2324,P::J2324,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2326,P::J2326,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2327,P::J2327,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2328,P::J2328,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2329,P::J2329,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2330,P::J2330,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2332,P::J2332,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2333,P::J2333,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2334,P::J2334,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2335,P::J2335,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J1573,P::J1573,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2336,P::J2336,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2337,P::J2337,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2338,P::J2338,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2339,P::J2339,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2340,P::J2340,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2341,P::J2341,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2342,P::J2342,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2343,P::J2343,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2344,P::J2344,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2345,P::J2345,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2346,P::J2346,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2347,P::J2347,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2348,P::J2348,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2349,P::J2349,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2134,P::J2134,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2351,P::J2351,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2352,P::J2352,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2353,P::J2353,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2354,P::J2354,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2355,P::J2355,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2357,P::J2357,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2358,P::J2358,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2359,P::J2359,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2360,P::J2360,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2362,P::J2362,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2363,P::J2363,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2365,P::J2365,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2366,P::J2366,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2367,P::J2367,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2368,P::J2368,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2369,P::J2369,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
,,2022 Cycle,General Documents,Phase1,DPP Phase 1 System Impact Study,2025-07-15,,,,,,,,,,,,707921_GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715.zip__GI_DPP_2022_Cycle_1_SIS_Phase_1_Final_Report_Rev1.pdf.pdf,,low_extraction_confidence,,J2370,P::J2370,General Documents,,,,,,,,,,,0.0,0.0,https://cdn.misoenergy.org/GI-DPP-2022-Ph1-All-Regions_SIS_Report_R1_PUBLIC_20250715707921.zip,8.0,pdfplumber,0.5,,,,0.0
