project_key,outcome_type,outcome_date,outcome_date_precision,last_known_active_date,first_known_withdrawn_date,outcome_source,outcome_confidence
P::J3624,withdrawn,2025-09-26,day,2024-12-31,2025-12-31,Berkeley,high
P::J3625,withdrawn,2025-09-26,day,2024-12-31,2025-12-31,Berkeley,high
P::J3626,withdrawn,2025-09-30,day,2024-12-31,2025-12-31,Berkeley,high
P::J3627,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3628,withdrawn,2025-09-26,day,2024-12-31,2025-12-31,Berkeley,high
P::J3629,withdrawn,2025-09-30,day,2024-12-31,2025-12-31,Berkeley,high
P::J3630,operational,2028-06-15,day,2026-03-01,,MISO,high
P::J3631,withdrawn,2025-10-27,day,2024-12-31,2025-12-31,Berkeley,high
P::J3632,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3633,operational,2028-09-15,day,2026-03-01,,MISO,high
P::J3634,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3635,withdrawn,2025-09-30,day,2024-12-31,2025-12-31,Berkeley,high
P::J3636,operational,2028-08-31,day,2026-03-01,,MISO,high
P::J3637,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3638,withdrawn,2025-09-30,day,2024-12-31,2025-12-31,Berkeley,high
P::J3639,operational,2028-04-01,day,2026-03-01,,MISO,high
P::J3640,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3641,withdrawn,2025-09-30,day,2024-12-31,2025-12-31,Berkeley,high
P::J3642,withdrawn,2025-09-30,day,2024-12-31,2025-12-31,Berkeley,high
P::J3643,withdrawn,2024-11-04,day,,2024-12-31,Berkeley,high
P::J3644,operational,2028-11-01,day,2026-03-01,,MISO,high
P::J3645,operational,2028-09-01,day,2026-03-01,,MISO,high
P::J3646,operational,2028-11-01,day,2026-03-01,,MISO,high
P::J3647,withdrawn,2025-09-29,day,2024-12-31,2025-12-31,Berkeley,high
P::J3648,withdrawn,2025-02-13,day,,2024-12-31,Berkeley,high
P::J3649,withdrawn,2025-03-28,day,2024-12-31,2025-12-31,Berkeley,high
P::J3650,operational,2028-11-15,day,2026-03-01,,MISO,high
P::J3651,operational,2028-09-30,day,2026-03-01,,MISO,high
P::J3652,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3653,operational,2028-06-01,day,2026-03-01,,MISO,high
P::J3654,operational,2028-06-01,day,2026-03-01,,MISO,high
P::J3655,operational,2028-04-01,day,2026-03-01,,MISO,high
P::J3656,operational,2028-06-30,day,2025-12-31,,MISO,high
P::J3657,withdrawn,2025-10-06,day,2024-12-31,2025-12-31,Berkeley,high
P::J3658,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3659,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3660,operational,2028-06-30,day,2026-03-01,,MISO,high
P::J3661,withdrawn,2025-09-02,day,2024-12-31,2025-12-31,Berkeley,high
P::J3662,withdrawn,2025-09-26,day,2024-12-31,2025-12-31,Berkeley,high
P::J3663,withdrawn,2025-09-29,day,2024-12-31,2025-12-31,Berkeley,high
P::J3664,withdrawn,2025-09-30,day,2024-12-31,2025-12-31,Berkeley,high
P::J3665,withdrawn,2025-09-30,day,2024-12-31,2025-12-31,Berkeley,high
P::J3666,operational,2028-09-30,day,2026-03-01,,MISO,high
P::J3667,withdrawn,2025-04-17,day,2024-12-31,2025-12-31,Berkeley,high
P::J3668,withdrawn,2025-09-29,day,2024-12-31,2025-12-31,Berkeley,high
P::J3669,operational,2028-02-01,day,2026-03-01,,MISO,high
P::J3670,withdrawn,2025-03-13,day,2024-12-31,2025-12-31,Berkeley,high
P::J3671,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3672,operational,2028-10-30,day,2026-03-01,,MISO,high
P::J3673,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3674,operational,2028-09-01,day,2026-03-01,,MISO,high
P::J3675,withdrawn,2025-09-29,day,2024-12-31,2025-12-31,Berkeley,high
P::J3676,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3677,withdrawn,2025-09-16,day,2024-12-31,2025-12-31,Berkeley,high
P::J3678,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3679,operational,2028-01-31,day,2026-03-01,,MISO,high
P::J3680,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3681,operational,2028-04-01,day,2026-03-01,,MISO,high
P::J3682,operational,2028-04-01,day,2026-03-01,,MISO,high
P::J3683,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3684,withdrawn,2025-04-22,day,2024-12-31,2025-12-31,Berkeley,high
P::J3685,operational,2028-09-01,day,2026-03-01,,MISO,high
P::J3686,operational,2028-09-01,day,2026-03-01,,MISO,high
P::J3687,operational,2027-07-23,day,2026-03-01,,MISO,high
P::J3688,operational,2028-09-30,day,2026-03-01,,MISO,high
P::J3689,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3690,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3691,operational,2028-05-31,day,2026-03-01,,MISO,high
P::J3692,withdrawn,2025-09-29,day,2024-12-31,2025-12-31,Berkeley,high
P::J3693,withdrawn,2025-09-29,day,2024-12-31,2025-12-31,Berkeley,high
P::J3694,withdrawn,2025-09-29,day,2024-12-31,2025-12-31,Berkeley,high
P::J3695,operational,2028-09-30,day,2026-03-01,,MISO,high
P::J3696,operational,2026-12-30,day,2026-03-01,,MISO,high
P::J3697,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3698,withdrawn,2025-09-30,day,2024-12-31,2025-12-31,Berkeley,high
P::J3699,operational,2028-04-01,day,2026-03-01,,MISO,high
P::J3700,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3701,operational,2028-04-01,day,2026-03-01,,MISO,high
P::J3702,operational,2028-06-30,day,2026-03-01,,MISO,high
P::J3703,operational,2028-06-15,day,2026-03-01,,MISO,high
P::J3704,operational,2028-09-30,day,2026-03-01,,MISO,high
P::J3705,withdrawn,2025-09-24,day,2024-12-31,2025-12-31,Berkeley,high
P::J3706,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3707,withdrawn,2025-07-01,day,2024-12-31,2025-12-31,Berkeley,high
P::J3708,withdrawn,2025-09-24,day,2024-12-31,2025-12-31,Berkeley,high
P::J3709,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3710,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3711,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3712,operational,2028-04-01,day,2026-03-01,,MISO,high
P::J3713,operational,2028-04-01,day,2026-03-01,,MISO,high
P::J3714,withdrawn,2025-07-15,day,2024-12-31,2025-12-31,Berkeley,high
P::J3715,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3716,withdrawn,2025-09-24,day,2024-12-31,2025-12-31,Berkeley,high
P::J3717,withdrawn,2025-09-24,day,2024-12-31,2025-12-31,Berkeley,high
P::J3718,withdrawn,2025-12-24,day,2025-12-31,2026-03-01,MISO,high
P::J3719,operational,2028-09-01,day,2026-03-01,,MISO,high
P::J3720,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3721,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3722,operational,2028-09-01,day,2026-03-01,,MISO,high
P::J3723,operational,2028-09-01,day,2026-03-01,,MISO,high
P::J3724,operational,2028-09-01,day,2026-03-01,,MISO,high
P::J3725,operational,2028-09-01,day,2026-03-01,,MISO,high
P::J3726,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3727,operational,2028-06-30,day,2026-03-01,,MISO,high
P::J3728,withdrawn,2025-09-30,day,2024-12-31,2025-12-31,Berkeley,high
P::J3729,operational,2028-02-01,day,2025-12-31,,MISO,high
P::J3730,operational,2028-08-01,day,2026-03-01,,MISO,high
P::J3731,operational,2027-01-31,day,2026-03-01,,MISO,high
P::J3732,operational,2026-12-30,day,2026-03-01,,MISO,high
P::J3733,operational,2028-04-17,day,2025-12-31,,MISO,high
P::J3734,withdrawn,2025-09-24,day,2024-12-31,2025-12-31,Berkeley,high
P::J3735,operational,2028-06-01,day,2026-03-01,,MISO,high
P::J3736,operational,2027-12-03,day,2026-03-01,,MISO,high
P::J3737,withdrawn,2025-10-24,day,2024-12-31,2025-12-31,Berkeley,high
P::J3738,withdrawn,2025-04-22,day,2024-12-31,2025-12-31,Berkeley,high
P::J3739,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3740,withdrawn,2025-07-01,day,2024-12-31,2025-12-31,Berkeley,high
P::J3741,withdrawn,2025-09-26,day,2024-12-31,2025-12-31,Berkeley,high
P::J3742,operational,2028-12-15,day,2026-03-01,,MISO,high
P::J3743,operational,2027-05-01,day,2026-03-01,,MISO,high
P::J3744,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3745,operational,2028-07-01,day,2026-03-01,,MISO,high
P::J3746,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3747,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3748,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3749,operational,2028-06-30,day,2026-03-01,,MISO,high
P::J3750,operational,2028-10-30,day,2026-03-01,,MISO,high
P::J3751,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3752,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3753,operational,2028-09-15,day,2026-03-01,,MISO,high
P::J3754,operational,2028-09-15,day,2026-03-01,,MISO,high
P::J3755,operational,2028-09-15,day,2026-03-01,,MISO,high
P::J3756,operational,2019-01-21,day,2026-03-01,,MISO,high
P::J3757,withdrawn,2025-03-13,day,2024-12-31,2025-12-31,Berkeley,high
P::J3758,operational,2028-09-15,day,2026-03-01,,MISO,high
P::J3759,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3760,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3761,operational,2027-11-01,day,2026-03-01,,MISO,high
P::J3762,operational,2028-08-01,day,2026-03-01,,MISO,high
P::J3763,operational,2026-06-01,day,2026-03-01,,MISO,high
P::J3764,operational,2028-03-01,day,2026-03-01,,MISO,high
P::J3765,withdrawn,2025-09-26,day,2024-12-31,2025-12-31,Berkeley,high
P::J3766,withdrawn,2025-04-09,day,2024-12-31,2025-12-31,Berkeley,high
P::J3767,withdrawn,2025-09-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3768,withdrawn,2025-10-01,day,2024-12-31,2025-12-31,Berkeley,high
P::J3769,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3770,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3771,withdrawn,2025-09-24,day,2024-12-31,2025-12-31,Berkeley,high
P::J3772,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3773,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3774,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3775,withdrawn,2025-09-30,day,2024-12-31,2025-12-31,Berkeley,high
P::J3776,operational,2028-09-30,day,2026-03-01,,MISO,high
P::J3777,operational,2028-04-01,day,2026-03-01,,MISO,high
P::J3778,withdrawn,2025-09-30,day,2024-12-31,2025-12-31,Berkeley,high
P::J3779,withdrawn,2025-08-13,day,2024-12-31,2025-12-31,Berkeley,high
P::J3780,operational,2028-06-30,day,2026-03-01,,MISO,high
P::J3781,operational,2027-07-27,day,2026-03-01,,MISO,high
P::J3782,operational,2027-07-26,day,2026-03-01,,MISO,high
P::J3783,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3784,operational,2028-06-30,day,2025-12-31,,MISO,high
P::J3785,operational,2028-06-30,day,2025-12-31,,MISO,high
P::J3786,withdrawn,2025-03-13,day,2024-12-31,2025-12-31,Berkeley,high
P::J3787,operational,2028-06-30,day,2026-03-01,,MISO,high
P::J3788,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3789,withdrawn,2025-02-13,day,,2024-12-31,Berkeley,high
P::J3790,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3791,withdrawn,2025-09-16,day,2024-12-31,2025-12-31,Berkeley,high
P::J3792,operational,2028-04-01,day,2026-03-01,,MISO,high
P::J3793,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3794,withdrawn,2025-09-25,day,2024-12-31,2025-12-31,Berkeley,high
P::J3795,withdrawn,2025-09-25,day,2024-12-31,2025-12-31,Berkeley,high
P::J3796,withdrawn,2025-09-24,day,2024-12-31,2025-12-31,Berkeley,high
P::J3797,operational,2028-03-31,day,2026-03-01,,MISO,high
P::J3798,operational,2028-06-30,day,2026-03-01,,MISO,high
P::J3799,operational,2030-04-01,day,2025-12-31,,MISO,high
P::J3800,operational,2019-01-21,day,2026-03-01,,MISO,high
P::J3801,operational,2028-03-31,day,2026-03-01,,MISO,high
P::J3802,withdrawn,2025-09-30,day,2024-12-31,2025-12-31,Berkeley,high
P::J3803,operational,2028-04-01,day,2026-03-01,,MISO,high
P::J3804,withdrawn,2025-09-29,day,2024-12-31,2025-12-31,Berkeley,high
P::J3805,operational,2027-09-01,day,2026-03-01,,MISO,high
P::J3806,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3807,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3808,withdrawn,2025-09-30,day,2024-12-31,2025-12-31,Berkeley,high
P::J3809,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3810,withdrawn,2025-09-29,day,2024-12-31,2025-12-31,Berkeley,high
P::J3811,operational,2028-09-30,day,2026-03-01,,MISO,high
P::J3812,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3813,withdrawn,2025-09-29,day,2024-12-31,2025-12-31,Berkeley,high
P::J3814,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3815,operational,2026-10-22,day,2026-03-01,,MISO,high
P::J3816,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3817,withdrawn,2025-09-30,day,2024-12-31,2025-12-31,Berkeley,high
P::J3818,operational,2028-03-01,day,2026-03-01,,MISO,high
P::J3819,withdrawn,2025-08-15,day,2024-12-31,2025-12-31,Berkeley,high
P::J3820,operational,2028-06-01,day,2026-03-01,,MISO,high
P::J3821,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3822,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3823,withdrawn,2025-09-26,day,2024-12-31,2025-12-31,Berkeley,high
P::J3824,withdrawn,2024-06-28,day,,2024-12-31,Berkeley,high
P::J3825,withdrawn,2025-09-24,day,2024-12-31,2025-12-31,Berkeley,high
P::J3826,withdrawn,2025-12-23,day,2024-12-31,2025-12-31,Berkeley,high
P::J3827,operational,2028-11-01,day,2026-03-01,,MISO,high
P::J3828,operational,2028-11-01,day,2026-03-01,,MISO,high
P::J3829,operational,2028-12-01,day,2026-03-01,,MISO,high
P::J3830,operational,2028-06-01,day,2026-03-01,,MISO,high
P::J3831,withdrawn,2025-12-22,day,2024-12-31,2025-12-31,Berkeley,high
P::J3832,withdrawn,2025-12-22,day,2024-12-31,2025-12-31,Berkeley,high
P::J3833,operational,2028-09-01,day,2026-03-01,,MISO,high
P::J3834,withdrawn,2026-04-14,day,2025-12-31,2026-03-01,MISO,high
P::J3835,operational,2028-11-01,day,2026-03-01,,MISO,high
P::J3836,operational,2028-10-06,day,2026-03-01,,MISO,high
P::J3837,operational,2029-06-01,day,2026-03-01,,MISO,high
P::J3838,operational,2028-11-01,day,2026-03-01,,MISO,high
P::J3839,withdrawn,2026-01-04,day,2024-12-31,2025-12-31,Berkeley,high
P::J3840,operational,2030-06-30,day,2026-03-01,,MISO,high
P::J3841,withdrawn,2025-09-11,day,2024-12-31,2025-12-31,Berkeley,high
P::J3842,withdrawn,2025-09-11,day,2024-12-31,2025-12-31,Berkeley,high
P::J3843,operational,2027-11-01,day,2026-03-01,,MISO,high
P::J3844,operational,2029-04-01,day,2026-03-01,,MISO,high
P::J3845,withdrawn,2026-04-16,day,2025-12-31,2026-03-01,MISO,high
P::J3846,withdrawn,2026-04-14,day,2025-12-31,2026-03-01,MISO,high
P::J3847,withdrawn,2026-04-14,day,2025-12-31,2026-03-01,MISO,high
P::J3848,operational,2030-06-30,day,2026-03-01,,MISO,high
P::J3849,operational,2030-06-30,day,2025-12-31,,MISO,high
P::J3850,withdrawn,2026-04-15,day,2025-12-31,2026-03-01,MISO,high
P::J3851,withdrawn,2025-12-19,day,2024-12-31,2025-12-31,Berkeley,high
P::J3852,withdrawn,2026-04-15,day,2025-12-31,2026-03-01,MISO,high
P::J3853,operational,2029-06-01,day,2026-03-01,,MISO,high
P::J3854,withdrawn,2025-04-09,day,2024-12-31,2025-12-31,Berkeley,high
P::J3855,withdrawn,2025-12-31,day,2024-12-31,2025-12-31,Berkeley,high
P::J3856,operational,2030-04-01,day,2026-03-01,,MISO,high
P::J3857,withdrawn,2026-04-16,day,2025-12-31,2026-03-01,MISO,high
P::J3858,withdrawn,2026-07-22,day,2025-12-31,2026-03-01,MISO,high
P::J3859,operational,2028-10-01,day,2025-12-31,,MISO,high
P::J3860,operational,2030-04-02,day,2026-03-01,,MISO,high
P::J3861,withdrawn,2026-04-15,day,2025-12-31,2026-03-01,MISO,high
P::J3862,withdrawn,2025-08-20,day,2024-12-31,2025-12-31,Berkeley,high
P::J3863,withdrawn,2025-07-07,day,2024-12-31,2025-12-31,Berkeley,high
P::J3864,operational,2028-11-01,day,2025-12-31,,MISO,high
P::J3865,operational,2028-11-01,day,2025-12-31,,MISO,high
P::J3866,operational,2028-11-01,day,2025-12-31,,MISO,high
P::J3867,withdrawn,2025-12-29,day,2024-12-31,2025-12-31,Berkeley,high
P::J3868,withdrawn,2025-09-11,day,2024-12-31,2025-12-31,Berkeley,high
P::J3869,withdrawn,2025-09-11,day,2024-12-31,2025-12-31,Berkeley,high
P::J3870,operational,2024-01-26,day,2026-03-01,,MISO,high
P::J3871,withdrawn,2025-09-24,day,,2025-12-31,Berkeley,high
P::J3872,operational,2029-01-05,day,2026-03-01,,MISO,high
P::J3873,operational,2029-06-01,day,2025-12-31,,MISO,high
P::J3874,operational,2028-11-01,day,2026-03-01,,MISO,high
P::J3875,withdrawn,2025-12-31,day,,2025-12-31,Berkeley,high
P::J3876,withdrawn,2025-12-31,day,,2025-12-31,Berkeley,high
P::J3877,withdrawn,2026-01-05,day,,2025-12-31,Berkeley,high
P::J3878,withdrawn,2026-01-05,day,,2025-12-31,Berkeley,high
P::J3879,operational,2030-08-01,day,2026-03-01,,MISO,high
P::J3880,withdrawn,2026-04-14,day,2025-12-31,2026-03-01,MISO,high
P::J3881,withdrawn,2026-04-14,day,2025-12-31,2026-03-01,MISO,high
P::J3882,operational,2030-09-30,day,2026-03-01,,MISO,high
P::J3883,withdrawn,2026-04-14,day,2025-12-31,2026-03-01,MISO,high
P::J3884,withdrawn,2026-04-15,day,2025-12-31,2026-03-01,MISO,high
P::J3885,withdrawn,2026-01-05,day,,2025-12-31,Berkeley,high
P::J3886,withdrawn,2026-04-15,day,2025-12-31,2026-03-01,MISO,high
P::J3887,withdrawn,2026-02-20,day,2025-12-31,2026-03-01,MISO,high
P::J3888,withdrawn,2026-04-15,day,2025-12-31,2026-03-01,MISO,high
P::J3889,withdrawn,2026-04-15,day,2025-12-31,2026-03-01,MISO,high
P::J3891,withdrawn,2026-04-16,day,2025-12-31,2026-03-01,MISO,high
P::J3892,withdrawn,2026-04-14,day,2025-12-31,2026-03-01,MISO,high
P::J3893,withdrawn,2026-01-05,day,,2025-12-31,Berkeley,high
P::J3894,operational,2030-05-01,day,2026-03-01,,MISO,high
P::J3895,withdrawn,2026-04-15,day,2025-12-31,2026-03-01,MISO,high
P::J3896,operational,2030-09-01,day,2026-03-01,,MISO,high
P::J3897,withdrawn,2026-04-14,day,2025-12-31,2026-03-01,MISO,high
P::J3898,operational,2030-05-01,day,2026-03-01,,MISO,high
P::J3899,operational,2027-11-07,day,2026-03-01,,MISO,high
P::J3900,withdrawn,2026-04-16,day,2025-12-31,2026-03-01,MISO,high
P::J3901,withdrawn,2026-04-14,day,2025-12-31,2026-03-01,MISO,high
P::J3902,operational,2028-06-01,day,2026-03-01,,MISO,high
P::J3903,operational,2029-03-30,day,2026-03-01,,MISO,high
P::J3904,operational,2030-05-01,day,2026-03-01,,MISO,high
P::J3905,operational,2030-05-01,day,2026-03-01,,MISO,high
P::J3906,withdrawn,2026-01-05,day,,2025-12-31,Berkeley,high
P::J3907,operational,2030-05-01,day,2026-03-01,,MISO,high
P::J3908,operational,2025-04-30,day,2026-03-01,,MISO,high
P::J3909,withdrawn,2026-04-17,day,2025-12-31,2026-03-01,MISO,high
P::J3910,operational,2030-05-01,day,2026-03-01,,MISO,high
P::J3911,operational,2030-06-01,day,2026-03-01,,MISO,high
P::J3912,withdrawn,2026-01-02,day,,2025-12-31,Berkeley,high
P::J3913,withdrawn,2026-04-15,day,2025-12-31,2026-03-01,MISO,high
P::J3914,withdrawn,2026-04-15,day,2025-12-31,2026-03-01,MISO,high
P::J3915,withdrawn,2025-10-28,day,,2025-12-31,Berkeley,high
P::J3916,operational,2030-09-02,day,2026-03-01,,MISO,high
P::J3917,withdrawn,2026-04-15,day,2025-12-31,2026-03-01,MISO,high
P::J3918,operational,2028-06-01,day,2026-03-01,,MISO,high
P::J3919,withdrawn,2026-04-14,day,2025-12-31,2026-03-01,MISO,high
P::J3920,withdrawn,2026-01-05,day,,2025-12-31,Berkeley,high
P::J3921,withdrawn,2025-12-23,day,,2025-12-31,Berkeley,high
P::J3922,operational,2030-03-01,day,2025-12-31,,MISO,high
P::J3923,operational,2030-03-01,day,2026-03-01,,MISO,high
P::J3924,operational,2030-10-01,day,2026-03-01,,MISO,high
P::J3925,operational,2030-09-01,day,2026-03-01,,MISO,high
P::J3926,operational,2030-05-01,day,2026-03-01,,MISO,high
P::J3927,withdrawn,2025-12-23,day,,2025-12-31,Berkeley,high
P::J3928,withdrawn,2026-04-15,day,2025-12-31,2026-03-01,MISO,high
P::J3929,withdrawn,2026-04-14,day,2025-12-31,2026-03-01,MISO,high
P::J3930,withdrawn,2026-04-17,day,2025-12-31,2026-03-01,MISO,high
P::J3931,operational,2030-09-30,day,2026-03-01,,MISO,high
P::J3932,operational,2029-06-29,day,2026-03-01,,MISO,high
P::J3933,withdrawn,2025-12-23,day,,2025-12-31,Berkeley,high
P::J3934,withdrawn,2026-01-02,day,,2025-12-31,Berkeley,high
P::J3935,operational,2030-03-01,day,2026-03-01,,MISO,high
P::J3936,operational,2027-01-01,day,2026-03-01,,MISO,high
P::J3937,withdrawn,2026-01-05,day,,2025-12-31,Berkeley,high
P::J3938,withdrawn,2026-01-05,day,,2025-12-31,Berkeley,high
P::J3939,withdrawn,2026-04-15,day,2025-12-31,2026-03-01,MISO,high
P::J3940,withdrawn,2026-04-15,day,2025-12-31,2026-03-01,MISO,high
P::J3941,operational,2030-05-01,day,2026-03-01,,MISO,high
P::J3942,operational,2030-06-01,day,2026-03-01,,MISO,high
P::J3943,withdrawn,2026-04-14,day,2025-12-31,2026-03-01,MISO,high
P::J3944,withdrawn,2026-04-14,day,2025-12-31,2026-03-01,MISO,high
P::J3945,operational,2030-01-31,day,2026-03-01,,MISO,high
P::J3946,operational,2030-06-01,day,2026-03-01,,MISO,high
P::J3947,operational,2030-09-30,day,2026-03-01,,MISO,high
P::J3948,withdrawn,2026-04-14,day,2025-12-31,2026-03-01,MISO,high
P::J3949,operational,2030-01-31,day,2026-03-01,,MISO,high
P::J3950,withdrawn,2026-04-14,day,2025-12-31,2026-03-01,MISO,high
P::J3951,withdrawn,2026-01-02,day,,2025-12-31,Berkeley,high
P::J3952,withdrawn,2026-01-02,day,,2025-12-31,Berkeley,high
P::J3953,withdrawn,2026-04-15,day,2025-12-31,2026-03-01,MISO,high
P::J3954,operational,2030-10-01,day,2026-03-01,,MISO,high
P::J3955,operational,2030-06-30,day,2026-03-01,,MISO,high
P::J3956,withdrawn,2025-12-19,day,,2025-12-31,Berkeley,high
P::J3957,operational,2029-11-01,day,2026-03-01,,MISO,high
P::J3958,withdrawn,2025-10-22,day,,2025-12-31,Berkeley,high
P::J3959,operational,2029-11-01,day,2026-03-01,,MISO,high
P::J3960,operational,2030-06-30,day,2026-03-01,,MISO,high
P::J3961,withdrawn,2026-04-15,day,2025-12-31,2026-03-01,MISO,high
P::J3962,operational,2030-05-01,day,2026-03-01,,MISO,high
P::J3963,operational,2030-01-31,day,2026-03-01,,MISO,high
P::J3964,operational,2030-01-31,day,2026-03-01,,MISO,high
P::J3965,withdrawn,2025-12-22,day,,2025-12-31,Berkeley,high
P::J3966,operational,2029-12-01,day,2026-03-01,,MISO,high
P::J3967,operational,2029-12-01,day,2026-03-01,,MISO,high
P::J3968,operational,2028-09-15,day,2026-03-01,,MISO,high
P::J3969,withdrawn,2026-01-02,day,,2025-12-31,Berkeley,high
P::J3970,operational,2029-12-01,day,2026-03-01,,MISO,high
P::J3971,operational,2029-12-01,day,2026-03-01,,MISO,high
P::J3972,withdrawn,2025-09-24,day,,2025-12-31,Berkeley,high
P::J3973,operational,2030-10-01,day,2026-03-01,,MISO,high
P::J3974,withdrawn,2026-04-15,day,2025-12-31,2026-03-01,MISO,high
P::J3975,operational,2030-02-20,day,2026-03-01,,MISO,high
P::J3976,operational,2028-12-15,day,2026-03-01,,MISO,high
P::J3977,operational,2029-06-01,day,2026-03-01,,MISO,high
P::J3978,operational,2029-10-01,day,2026-03-01,,MISO,high
P::J3979,operational,2029-10-01,day,2026-03-01,,MISO,high
P::J3980,operational,2029-10-01,day,2026-03-01,,MISO,high
P::J3981,operational,2029-10-01,day,2026-03-01,,MISO,high
P::J3982,operational,2030-04-01,day,2026-03-01,,MISO,high
P::J3983,withdrawn,2026-04-14,day,2025-12-31,2026-03-01,MISO,high
P::J3984,withdrawn,2026-04-15,day,2025-12-31,2026-03-01,MISO,high
P::J3985,withdrawn,2026-04-15,day,2025-12-31,2026-03-01,MISO,high
P::J3986,withdrawn,2026-04-15,day,2025-12-31,2026-03-01,MISO,high
P::J3987,withdrawn,2026-04-15,day,2025-12-31,2026-03-01,MISO,high
P::J3988,withdrawn,2026-04-15,day,2025-12-31,2026-03-01,MISO,high
P::J3989,withdrawn,2026-01-05,day,,2025-12-31,Berkeley,high
P::J3990,operational,2029-04-01,day,2026-03-01,,MISO,high
P::J3991,operational,2029-04-01,day,2026-03-01,,MISO,high
P::J3992,operational,2028-04-01,day,2026-03-01,,MISO,high
P::J3993,withdrawn,2026-04-14,day,2025-12-31,2026-03-01,MISO,high
P::J3994,operational,2028-04-01,day,2026-03-01,,MISO,high
P::J3995,withdrawn,2026-01-05,day,,2025-12-31,Berkeley,high
P::J3996,operational,2030-01-01,day,2026-03-01,,MISO,high
