project_key,study_cycle,study_group,study_phase,upgrade_cost_usd,upgrade_cost_per_mw,capacity_mw,capacity_reduction_pct,restudy_flag,report_date,effective_date,available_date,entity_key,geographic_key,source_name,source_url,retrieved_at,match_method,match_confidence
P::J3016,DPP-2022,Central,Phase 2,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3016,WALTON,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3017,DPP-2022,West,Phase 1,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3017,BIG STONE SOUTH 345KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3018,DPP-2022,West,Phase 1,,,300.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3018,OVERLAND TRAIL FALLOW AVENUE 345KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3019,DPP-2022,South,Phase 1,,,180.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3019,FANCY POINT TO PORT HUDSON 230KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3020,DPP-2022,West,Phase 1,,,165.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3020,LAKE YANKTON TO BUFFALO RIDGE 115KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3021,DPP-2022,West,Phase 1,,,235.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3021,LAKE YANKTON TO LYON COUNTY 115KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3022,DPP-2022,West,Phase 1,,,400.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3022,ORIENT TO ATCHISON COUNTY 345KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3023,DPP-2022,South,Phase 1,,,400.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3023,H S EHV 500KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3024,DPP-2022,West,Phase 1,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3024,NEWPORT 161KV BUS HIGH SIDE OF T91 XFRMR 161 69KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3025,DPP-2022,West,Phase 1,,,188.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3025,ALEXANDRIA TO HUDSON 115KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3026,DPP-2022,South,Phase 1,,,175.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3026,DERIDDER MILL ROY S NELSON 138KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3027,DPP-2022,Central,Phase 2,,,300.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3027,7FARGO 7SANDBURG 345 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3028,DPP-2022,South,Phase 1,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3028,WAYNESBORO 161 HINTONVILLE 161 161 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3029,DPP-2022,West,Phase 1,,,153.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3029,FREEBORN,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3030,DPP-2022,South,Phase 1,,,450.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3030,WHITE BLUFF TO SHERIDAN 500KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3031,DPP-2022,Central,Phase 2,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3031,4WLTNVL TP 138KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3032,DPP-2022,South,Phase 1,,,500.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3032,SAREPTA,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3033,DPP-2022,Central,Phase 2,,,75.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3033,REID EHV 345KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3034,DPP-2022,South,Phase 1,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3034,BRINKLEY WEST BRINKLEY EAST 115KV LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3035,DPP-2022,South,Phase 1,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3035,REED SS ROHWER 115 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3036,DPP-2022,South,Phase 1,,,105.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3036,REMINGTON SS LONOKE EAST 115 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3037,DPP-2022,South,Phase 1,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3037,ELDORADO UPLAND SS 115KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3038,DPP-2022,South,Phase 1,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3038,EL DORADO UPLAND SS 115KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3039,DPP-2022,West,Phase 1,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3039,BYRON 161KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3040,DPP-2022,South,Phase 1,,,290.0,20.54794520547945,,2026-03-01,2026-03-01,2026-03-01,P::J3040,EL DORADO EHV MCNEIL EHV 500 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3041,DPP-2022,West,Phase 1,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3041,BYRON 161KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3042,DPP-2022,South,Phase 1,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3042,WATERFORD 230 SWYD VACHERIE 230 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3043,DPP-2022,Central,Phase 2,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3043,EDWARDS,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3044,DPP-2022,Central,Phase 2,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3044,EDWARDS,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3045,DPP-2022,South,Phase 1,,,300.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3045,CHISHOLM RD HARTBURG 230KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3046,DPP-2022,South,Phase 1,,,140.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3046,RED GUM TO METROPOLIS 115KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3047,DPP-2022,West,Phase 1,,,263.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3047,ORIENT NORTHBORO 345 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3048,DPP-2022,South,Phase 1,,,300.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3048,MOSES SES TO AECC HUNTER NORTH,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3049,DPP-2022,South,Phase 1,,,188.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3049,LAKEOVER EHV MCADAMS EHV 500 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3050,DPP-2022,East (ITC),Phase 1,,,255.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3050,MAJESTIC ONEIDA 345 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3051,DPP-2022,West,Phase 1,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3051,RUSH CITY 230KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3052,DPP-2022,East (ITC),Phase 1,,,300.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3052,MCV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3053,DPP-2022,South,Phase 1,,,169.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3053,LAKEOVER EHV MCADAMS EHV 500 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3054,DPP-2022,South,Phase 1,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3054,BOGSLUSA 500KV FRANKLIN EHV 500KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3055,DPP-2022,South,Phase 1,,,250.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3055,BOGALUSA 500 SS FRANKLIN EHV 500 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3056,DPP-2022,South,Phase 1,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3056,BOGALUSA 500 SS FRANKLIN EHV 500 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3057,DPP-2022,South,Phase 1,,,75.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3057,RICHARD BUS 335366 TO COLONIAL ACADEMY BUS 335375 138KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3058,DPP-2022,South,Phase 1,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3058,TARLETON,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3059,DPP-2022,East (ITC),Phase 1,,,175.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3059,OTHER_,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3060,DPP-2022,Central,Phase 2,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3060,7CMDR 7ASTER 345KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3061,DPP-2022,South,Phase 1,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3061,WALNUT RIDGE BUS 338208 TO SEDGEWICK BUS 338206 115KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3062,DPP-2022,South,Phase 1,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3062,EDWARDS TO BOLTON 115KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3063,DPP-2022,Central,Phase 2,,,143.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3063,7JORD 7CMDR 345 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3064,DPP-2022,Central,Phase 2,,,157.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3064,7JORD 7CMDR 345 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3065,DPP-2022,East (ITC),Phase 1,,,20.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3065,DONALDSON CREEK,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3066,DPP-2022,East (ITC),Phase 1,,,50.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3066,HERSEY INTERCONNECTION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3067,DPP-2022,South,Phase 1,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3067,BEEKMAN NORTH BASTROP 115 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3068,DPP-2022,South,Phase 1,,,110.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3068,AMITE A GILLSBURG B 115KV TL,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3069,DPP-2022,Central,Phase 2,,,70.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3069,TAP ON LINE FAYETTEVILLE 138KV ENDPOINT A TO HERZOG 138KV ENDPOINT B,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3070,DPP-2022,West,Phase 1,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3070,SQUARE BUTTE 230KV SUBSTATION EAST,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3071,DPP-2022,South,Phase 1,,,140.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3071,ENTERGY HUGHES FOREST CITY SOUTH 161KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3072,DPP-2022,South,Phase 1,,,120.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3072,WOODVIILLE CENTREVILLE 115KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3073,DPP-2022,South,Phase 1,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3073,INDEPENDENCE ISES POWERLINE ROAD 500KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3074,DPP-2022,Central,Phase 2,,,250.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3074,4TIBBS 4STEELEVLE N 138 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3075,DPP-2022,Central,Phase 2,,,560.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3075,MEROM PRIMARY WORTHINGTON PRIMARY 345 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3076,DPP-2022,Central,Phase 2,,,500.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3076,08GIBSON PSI 7ALBION 345 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3077,DPP-2022,Central,Phase 2,,,250.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3077,FRANCISCO 345 138KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3078,DPP-2022,Central,Phase 2,,,250.0,0.7936507936507936,,2026-03-01,2026-03-01,2026-03-01,P::J3078,FARGO TO SANDBURG 345KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3079,DPP-2022,South,Phase 1,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3079,JASPER HOLLY SPRINGS 138KV LINE TAP,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3080,DPP-2022,Central,Phase 2,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3080,AMEREN OWNED KELSO JOPPA MASSAC 345KV TIE LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3081,DPP-2022,South,Phase 1,,,105.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3081,DEGRAY DAM H S EHV 115 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3082,DPP-2022,South,Phase 1,,,135.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3082,TAPING THE GILBERT 3GILBERT_LA 303322 TO WINNSBORO 3WINNSBORO 337330 115KV LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3083,DPP-2022,South,Phase 1,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3083,WATERLOO FANCY POINT 230 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3084,DPP-2022,Central,Phase 2,,,641.8,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3084,MEROM HED DRESSER 345 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3085,DPP-2022,Central,Phase 2,,,75.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3085,FREDERICKTOWN 138KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3086,DPP-2022,Central,Phase 2,,,252.96,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3086,NEW 345KV SWITCHYARD LOOPING IN THE FARGO SANDBURG 345KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3087,DPP-2022,Central,Phase 2,,,204.6,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3087,SHOCKEY,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3088,DPP-2022,West,Phase 1,,,300.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3088,RAUN TO SIOUX CITY,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3089,DPP-2022,Central,Phase 2,,,696.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3089,REID EHV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3090,DPP-2022,South,Phase 1,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3090,WEST MEMPHIS EHV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3091,DPP-2022,West,Phase 1,,,145.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3091,EAST BISMARCK JUNCTION TO WISHEK JUNCTION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3092,DPP-2022,South,Phase 1,,,115.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3092,SHELBY SS,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3093,DPP-2022,South,Phase 1,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3093,LAKEOVER EHV MCADAMS EHV 500 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3094,DPP-2022,Central,Phase 2,,,115.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3094,PUMPKIN CENTER 230KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3095,DPP-2022,Central,Phase 2,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3095,4PAXTON 4J845POI 138 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3096,DPP-2022,Central,Phase 2,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3096,REID 161KV TO HENDERSON 161KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3097,DPP-2022,South,Phase 1,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3097,ENTERGY MISSISSIPPI GILLSBURG TAP GILLSBURG ON THE AMITE GILLSBURG115KV LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3098,DPP-2022,South,Phase 1,,,75.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3098,RED GUM WINNSBORO 115KV 122 5 122 6 122 7,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3099,DPP-2022,South,Phase 1,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3099,HAMLET TO GRAVEL RIDGE 161KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J310,DPP-2017-AUG,West,GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J310,WEST OWATONNA AL CORN DIST BYRON 161KV LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3100,DPP-2022,East (ITC),Phase 1,,,75.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3100,HIGGINS MIO DAM 138KV LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3101,DPP-2022,South,Phase 1,,,20.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3101,SHAW INDIANOLA 115KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3102,DPP-2022,Central,Phase 2,,,500.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3102,DELL TO NEW MADRID 500KV LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3103,DPP-2022,Central,Phase 2,,,145.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3103,LAFAYETTE VEEDERSBURG WEST 230KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3104,DPP-2022,South,Phase 1,,,85.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3104,TINNIN ROAD 230KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3105,DPP-2022,South,Phase 1,,,400.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3105,FRANKLIN EHV MCKNIGHT 500KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3106,DPP-2022,Central,Phase 2,,,500.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3106,DELL TO NEW MADRID 500KV LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3107,DPP-2022,West,Phase 1,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3107,ENRON SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3108,DPP-2022,South,Phase 1,,,180.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3108,MISSIONARY 161KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3109,DPP-2022,South,Phase 1,,,120.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3109,TAPING THE CARLISLE 3CARISLE 338003 TO SCREETON 3SCREETON 338005 115KV LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3110,DPP-2022,South,Phase 1,,,400.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3110,POWERLINE ROAD 8POWERLN_RD 338156 500KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3111,DPP-2022,South,Phase 1,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3111,AECC TRUMANN WEST POWERLINE ROAD 161KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3112,DPP-2022,South,Phase 1,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3112,BARTON WEST HELENA 115KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3113,DPP-2022,Central,Phase 2,,,300.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3113,EDWARDSPORT IGCC AMO 345KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3114,DPP-2022,Central,Phase 2,,,300.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3114,SANDBORN PRIMARY WORTHINGTON PRIMARY 161 0KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3115,DPP-2022,South,Phase 1,,,216.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3115,TAPING THE ONWARD 3ONWARD 336967 TO ROLLING FORK 3ROLING FRK 336968 115KV LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3116,DPP-2022,South,Phase 1,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3116,TAPING AECC AUBREY 6AUBREY 338885 TO RITCHIE SES SWITCHYARD 6RITCHIE 2 337991 230KV LI,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3117,DPP-2022,South,Phase 1,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3117,TAPING THE TEXAS EASTERN STATION 8 ST E P S 8 338229 TO MCDOUGAL 5MCDOUGAL 338695 161K,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3118,DPP-2022,South,Phase 1,,,160.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3118,TAPING THE GALION 3GALION 337444 TO OAK GROVE 3OAK_GROVE 337445 115KV LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3119,DPP-2022,Central,Phase 2,,,350.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3119,TAPING REYNOLDS 17REYNOLDS 255205 TO BURR OAK 17BURR_OAK 255101 22 4MI FROM REYNOLDS 345,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3120,DPP-2022,South,Phase 1,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3120,TAPING NEWPORT AB NEWPORTSOLAR 338177 TO CASH 5CASH 338171 161KV LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3121,DPP-2022,Central,Phase 2,,,50.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3121,CENTERVILLE 69KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3122,DPP-2022,South,Phase 1,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3122,MARKED TREE Â MARION 161KV TAP AT 35 3902 90 3372,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3123,DPP-2022,South,Phase 1,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3123,CHISHOLM RD HARTBURG 230KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3124,DPP-2022,East (ITC),Phase 1,,,120.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3124,MURPHY 345KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3125,DPP-2022,West,Phase 1,,,289.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3125,CRANDALL 345KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3126,DPP-2022,South,Phase 1,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3126,STRINGTOWN GREENVILLE NORTH 115KV TRANSMISSION LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3127,DPP-2022,South,Phase 1,,,160.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3127,BRINKLEY EAST CLARENDON 115KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J3128,DPP-2022,South,Phase 1,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J3128,STARHILL SUBSTATION 138KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
