project_key,study_cycle,study_group,study_phase,upgrade_cost_usd,upgrade_cost_per_mw,capacity_mw,capacity_reduction_pct,restudy_flag,report_date,effective_date,available_date,entity_key,geographic_key,source_name,source_url,retrieved_at,match_method,match_confidence
P::J1103,DPP-2018-APR,East (ITC),GIA,,,20.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1103,BAUER KIRK RINGLE 345KV LINE TAP,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1104,DPP-2018-APR,East (ATC),GIA,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1104,GERMANTOWN BARK RIVER 138KV LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1105,DPP-2018-APR,West,GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1105,HAMPTON CORNERS 345KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1106,DPP-2018-APR,West,GIA,,,414.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1106,LYON COUNTY CEDAR MOUNTAIN 345KV CIRCUIT 2 LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1107,DPP-2018-APR,Central,GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1107,KELSO LUTESVILLE 345KV LINE TAP,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1108,DPP-2018-APR,West,GIA,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1108,ALEXANDRIA 345KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1109,DPP-2018-APR,West,GIA,,,207.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1109,BISON 345KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1110,DPP-2018-APR,West,GIA,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1110,NORTH AUSTIN 161KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1111,DPP-2018-APR,Central,GIA,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1111,CAMPBELL HILL JACKSON 161KV LINE TAP,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1112,DPP-2018-APR,Central,GIA,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1112,LEESBURG 138KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1113,DPP-2018-APR,South,GIA,,,85.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1113,DELTA RULEVILLE 115KV LINE TAP,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1114,DPP-2018-APR,West,GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1114,J506 SUBSTATION ON RAUN HIGHLAND 345KV LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1115,DPP-2018-APR,Central,GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1115,LATHAM OREANA 345KV LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1116,DPP-2018-APR,Central,GIA,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1116,GREENSBORO GREENFIELD 138KV LINE TAP,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1117,DPP-2018-APR,East (ITC),GIA,,,80.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1117,GREEN 138KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1118,DPP-2018-APR,Central,GIA,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1118,MAHOMET WEEDMAN 138KV LINE TAP,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1119,DPP-2018-APR,East (ITC),GIA,,,600.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1119,TOMPKINS 345KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1120,DPP-2018-APR,South,GIA,,,145.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1120,BIG HILL CO BAYOU FARMS CO 138KV LINE TAP,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1121,DPP-2018-APR,East (ATC),GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1121,STONE LAKE PERSHING GARDNER PARK 345KV LINE TAP,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1122,DPP-2018-APR,West,GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1122,COUNCIL BLUFFS FALLOW AVENUE 345KV LINE TAP,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1123,DPP-2018-APR,Central,GIA,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1123,SPENCER CREEK 345KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1124,DPP-2018-APR,West,GIA,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1124,BYRON 345KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1125,DPP-2018-APR,South,GIA,,,135.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1125,WYNNE SOUTH WYNNE EAST AECC 161KV LINE TAP,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1126,DPP-2018-APR,East (ITC),GIA,,,1.1,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1126,ITC BAUER GRASSMERE RAPSON KIRK SUB 345KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1127,DPP-2018-APR,East (ATC),GIA,,,49.9,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1127,ALBANY BASS CREEK 138KV LINE TAP,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1128,DPP-2018-APR,West,GIA,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1128,HAYWARD MURPHY CREEK 161KV LINE TAP,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1129,DPP-2018-APR,East (ATC),GIA,,,65.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1129,PADDOCK TOWNLINE RD 138KV LINE TAP,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1130,DPP-2018-APR,South,GIA,,,1110.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1130,BAXTER WILSON SES 115 500KV SW YD,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1131,DPP-2018-APR,West,GIA,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1131,SUB 56 DAVENPORT 161KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1132,DPP-2018-APR,West,GIA,,,50.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1132,CRESTON EAST 69KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1133,DPP-2018-APR,South,GIA,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1133,DUNN OAKRIDGE 115KV LINE TAP,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1134,DPP-2018-APR,South,GIA,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1134,GRIFFITHVILLE SEARCY PRICE 115KV LINE TAP,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1135,DPP-2018-APR,West,GIA,,,50.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1135,HUNTWOODS 69KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1136,DPP-2018-APR,South,GIA,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1136,TINNIN ROAD 230KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1137,DPP-2018-APR,South,GIA,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1137,SWIFTON HOXIE SOUTH 161KV LINE TAP,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1138,DPP-2018-APR,East (ATC),GIA,,,70.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1138,M38 138KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1139,DPP-2018-APR,Central,GIA,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1139,SIDNEY SUBSTATION 138KV BUS,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1140,DPP-2018-APR,West,GIA,,,80.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1140,PLATTE RIVER 115KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1141,DPP-2018-APR,East (ITC),GIA,,,17.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1141,FILER BOXBDJ STRONACH 138KV LINE TAP,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1142,DPP-2018-APR,South,GIA,,,20.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1142,VACHERIE 230KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1143,DPP-2018-APR,West,GIA,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1143,BLANCHARD LITTLE FALLS 115KV LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1144,DPP-2018-APR,South,GIA,,,96.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1144,MOSELLE COLUMBIA 161KV LINE TAP,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1145,DPP-2018-APR,Central,GIA,,,250.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1145,OVERTON MCCREDE MONTGOMERY 345KV LINE TAP,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1146,DPP-2018-APR,South,GIA,,,10.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1146,SAN SOUCI 500KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1147,DPP-2018-APR,South,GIA,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1147,MOSES MCCRORY 161KV LINE TAP,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1148,DPP-2018-APR,Central,GIA,,,54.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1148,AB BROWN 138KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1149,DPP-2018-APR,West,GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1149,HAZEL CREEK 230KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1150,DPP-2018-APR,Central,GIA,,,30.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1150,DEEDSVILLE 345KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1151,DPP-2018-APR,South,GIA,,,252.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1151,BRITTANY 230KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1152,DPP-2018-APR,Central,GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1152,GWYNNEVILLE 345KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1153,DPP-2018-APR,East (ATC),GIA,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1153,HOLLAND 138KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1154,DPP-2018-APR,East (ATC),GIA,,,75.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1154,JEFFERSON 138KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1155,DPP-2018-APR,South,GIA,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1155,DRIVER 230KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1156,DPP-2018-APR,South,GIA,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1156,KUHN RD PARKIN 161KV LINE TAP,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1157,DPP-2018-APR,South,GIA,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1157,TINNIN ROAD 230KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1158,DPP-2018-APR,South,GIA,,,70.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1158,VACHERIE 230KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1159,DPP-2018-APR,South,GIA,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1159,MOUNT ZION 138KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1160,DPP-2018-APR,East (ATC),GIA,,,100.23,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1160,SAND LAKE PORT EDWARDS 138KV LINE TAP,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1161,DPP-2018-APR,Central,GIA,,,100.23,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1161,MINER KELSO 161KV LINE TAP,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1162,DPP-2018-APR,South,GIA,,,80.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1162,JACINTO CHINA 230KV LINE TAP,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1163,DPP-2018-APR,South,GIA,,,120.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1163,CRENSHAW TUNICA 115KV LINE TAP,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1164,DPP-2018-APR,West,GIA,,,80.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1164,MAGNOLIA 161KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1165,DPP-2018-APR,South,GIA,,,150.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1165,LC BULK HENNING 138KV LINE TAP,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1166,DPP-2018-APR,South,GIA,,,50.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1166,BAYOU COVE RICHARD 138KV LINE TAP,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1167,DPP-2018-APR,South,GIA,,,50.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1167,AECC FORREST CITY WEST 161KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1168,DPP-2018-APR,South,GIA,,,80.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1168,PINTAIL 138KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1169,DPP-2018-APR,West,GIA,,,50.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1169,GRANT 115KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1170,DPP-2018-APR,West,GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1170,BISON 345KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1171,DPP-2018-APR,East (ATC),GIA,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1171,BUTTERNUT 138KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1172,DPP-2018-APR,East (ITC),GIA,,,50.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1172,DORT GARFIELD 138KV LINE TAP,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1173,DPP-2018-APR,East (ITC),GIA,,,80.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1173,RAISIN METC TAP 138KV LINE TAP,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1174,DPP-2018-APR,West,GIA,,,165.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1174,LEDYARD COLBY 345KV LINE TAP,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1175,DPP-2018-APR,West,GIA,,,165.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1175,LEDYARD COLBY 345KV LINE TAP,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1176,DPP-2018-APR,West,GIA,,,145.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1176,LIME CREEK 161KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1177,DPP-2018-APR,West,GIA,,,300.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1177,HUGHES 345KV SWITCHING STATION J541 POI,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1178,DPP-2018-APR,East (ITC),GIA,,,65.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1178,ONEIDA 138KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1179,DPP-2018-APR,West,GIA,,,300.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1179,RUSH CITY RED ROCK 230KV LINE TAP,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1180,DPP-2018-APR,Central,GIA,,,75.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1180,CASEY WEST SULLIVAN 345KV LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1181,DPP-2018-APR,West,GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1181,HAZLETON MITCHELL COUNTY 345KV LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1182,DPP-2018-APR,Central,GIA,,,250.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1182,ZACHARY SUBSTATION 345KV BUS,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1183,DPP-2018-APR,East (ATC),GIA,,,1.35,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1183,HERITAGE GARDEN SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1184,DPP-2018-APR,South,GIA,,,50.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1184,LAGEN HOLTON FRANKLINTON 115KV LINE TAP,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1185,DPP-2018-APR,West,GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1185,ADAIR APPANOOSE 161KV LINE TAP,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1186,DPP-2018-APR,South,GIA,,,100.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1186,PELICAN ROAD SHEPARD 138KV LINE TAP,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1187,DPP-2018-APR,West,GIA,,,151.8,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1187,STANTON 230KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1188,DPP-2018-APR,East (ATC),GIA,,,50.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1188,SHEEPSKIN 69KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1189,DPP-2018-APR,Central,GIA,,,5.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1189,CRANE SOLAR 69KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1190,DPP-2019,West,GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1190,CALAMUS EAST 161KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1191,DPP-2019,Central,GIA,,,64.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1191,BOLSTAD 69KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1192,DPP-2019,East (ITC),GIA,,,35.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1192,ONEIDA 138KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1193,DPP-2019,West,GIA,,,103.1,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1193,HESKITT 115KV SWITCHYARD,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1194,DPP-2019,East (ITC),GIA,,,225.2,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1194,MURPHY 138KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1195,DPP-2019,East (ITC),GIA,,,150.4,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1195,WAGNER 138KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1196,DPP-2019,East (ITC),GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1196,GREENWOOD RAPSON BANNER 345KV LINE TAP,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1197,DPP-2019,Central,GIA,,,75.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1197,CORBIN 138KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1198,DPP-2019,Central,GIA,,,51.8,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1198,NEWTON 345KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1199,DPP-2019,Central,GIA,,,20.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1199,DUCK CREEK 345KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1200,DPP-2019,Central,GIA,,,24.2,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1200,PUTNAM 138KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1201,DPP-2019,Central,GIA,,,44.2,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1201,NORTH COFFEEN 138KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1202,DPP-2019,Central,GIA,,,68.4,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1202,BALDWIN PLANT 345KV SWITCHYARD BALDWIN UNIT 2,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1203,DPP-2019,East (ITC),GIA,,,125.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1203,THETFORD 345KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1204,DPP-2019,Central,GIA,,,199.3,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1204,CASEY WEST 345KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1205,DPP-2019,South,GIA,,,125.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1205,CENTENNIAL WEST BAY 138KV LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1206,DPP-2019,East (ITC),GIA,,,50.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1206,NEWTON 138KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1207,DPP-2019,East (ITC),GIA,,,50.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1207,NEWTON 138KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1208,DPP-2019,Central,GIA,,,80.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1208,MUDDY CRAB ORCHARD 138KV LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1209,DPP-2019,Central,GIA,,,80.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1209,MUDDY CRAB ORCHARD 138KV LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1210,DPP-2019,East (ITC),GIA,,,50.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1210,WHITTEMORE TWINING 138KV LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1211,DPP-2019,East (ITC),GIA,,,50.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1211,VERNON METC TAP 138KV LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1212,DPP-2019,West,GIA,,,60.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1212,CHANARAMBIE ELLSBOROUGH 115KV LINE,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1213,DPP-2019,Central,GIA,,,60.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1213,TAUM SAUK 138KV SWITCHYARD BUS 1 2,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1214,DPP-2019,East (ATC),GIA,,,300.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1214,ROCKDALE 345KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1215,DPP-2019,South,GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1215,STUTTGART RICUSKEY WOODWARD 230KV,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1216,DPP-2019,Central,GIA,,,250.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1216,ASHLEY 138KV SUBSTATION,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
P::J1217,DPP-2019,South,GIA,,,200.0,0.0,,2026-03-01,2026-03-01,2026-03-01,P::J1217,VILLE PLATTE WEST FORK 230KV LINE TAP,Queue-derived study fields,,2026-09-05T04:35:51Z,snapshot_fields,1.0
