project_key,start_date,stop_date,withdrawal_event,operation_event,queue_age_months,log1p_capacity_mw,technology_primary,is_hybrid,state_code,months_until_service,service_date_passed,capacity_change_pct,service_date_shift_months,years_since_last_change,other_active_projects_same_state,other_active_mw_same_state,other_active_projects_same_poi,other_active_mw_same_poi,other_active_mw_same_technology,prior_12m_withdrawal_count,prior_12m_withdrawn_mw,years_in_queue,study_phase,service_type,capacity_mw
P::B::G536,2024-12-31,2025-12-31,0,0,,3.044522437723423,wind_onshore,0,MN,,0,0.0,,3.0006844626967832,152.0,24788.75,0.0,0.0,52488.84,2331,440790.32,,Operational,ERIS,20.0
P::B::G536,2025-12-31,2026-12-31,0,0,245.38809034907598,3.044522437723423,wind_onshore,0,MN,-201.00205338809036,1,0.0,,4.0,155.0,28421.81,0.0,0.0,45562.49,1139,222351.24,20.449007529089666,IA Executed,,20.0
P::B::G537,2020-12-31,2021-12-31,0,0,,4.61512051684126,wind_onshore,0,IL,,0,,,,70.0,12341.0,0.0,0.0,17866.6,1781,358269.28,,,,100.0
P::B::G537,2021-12-31,2022-12-31,0,0,197.28952772073922,4.61512051684126,wind_onshore,0,IL,-182.99794661190964,1,0.0,,,109.0,20650.0,0.0,0.0,21851.6,2059,399153.61,16.44079397672827,,NRIS,100.0
P::B::G537,2022-12-31,2023-12-31,0,0,209.28131416837783,4.61512051684126,wind_onshore,0,IL,-194.98973305954826,1,0.0,0.0,,227.0,45104.0,0.0,0.0,32822.2,205,53410.8,17.440109514031484,,NRIS,100.0
P::B::G537,2023-12-31,2024-12-31,0,0,221.27310061601642,4.61512051684126,wind_onshore,0,IL,-206.98151950718685,1,0.0,0.0,,230.0,41327.0,0.0,0.0,31412.6,437,89321.64,18.439425051334702,Feasibility Study,NRIS,100.0
P::B::G537,2024-12-31,2025-12-31,0,0,,4.61512051684126,wind_onshore,0,IL,,0,0.0,,,350.0,63281.3,0.0,0.0,52488.84,2331,440790.32,,Feasibility Study,NRIS,100.0
P::B::G537,2025-12-31,2026-12-31,0,0,245.28952772073922,4.61512051684126,wind_onshore,0,IL,-230.99794661190964,1,0.0,,,274.0,52836.75,0.0,0.0,45562.49,1139,222351.24,20.44079397672827,IA Executed,,100.0
P::B::G538,2020-12-31,2021-12-31,0,0,,3.9318256327243257,wind_onshore,0,IA,-147.02258726899385,1,,,,48.0,7676.4,0.0,0.0,17866.6,1781,358269.28,,,,50.0
P::B::G538,2021-12-31,2022-12-31,0,0,196.76386036960986,3.9318256327243257,wind_onshore,0,IA,-159.01437371663243,1,0.0,0.0,0.0,64.0,9726.4,0.0,0.0,21851.6,2059,399153.61,16.396988364134156,,NRIS,50.0
P::B::G538,2022-12-31,2023-12-31,0,0,208.75564681724845,3.9318256327243257,wind_onshore,0,IA,-171.00616016427105,1,0.0,0.0,0.999315537303217,103.0,17512.4,0.0,0.0,32822.2,205,53410.8,17.39630390143737,,NRIS,50.0
P::B::G538,2023-12-31,2024-12-31,0,0,220.74743326488706,3.9318256327243257,wind_onshore,0,IA,-182.99794661190964,1,0.0,0.0,1.998631074606434,97.0,15410.4,0.0,0.0,31412.6,437,89321.64,18.39561943874059,Operational,NRIS,50.0
P::B::G538,2024-12-31,2025-12-31,0,0,,3.9318256327243257,wind_onshore,0,IA,,0,0.0,,3.0006844626967832,131.0,21913.0,0.0,0.0,52488.84,2331,440790.32,,Operational,NRIS,50.0
P::B::G538,2025-12-31,2026-12-31,0,0,244.76386036960986,3.9318256327243257,wind_onshore,0,IA,-224.2299794661191,1,0.0,,4.0,120.0,23669.94,0.0,0.0,45562.49,1139,222351.24,20.396988364134156,IA Executed,,50.0
P::B::G539,2020-12-31,2021-12-31,0,0,,4.394449154672439,hydro,0,KY,,0,,,,13.0,1684.0,0.0,0.0,64.0,1781,358269.28,,,,80.0
P::B::G539,2021-12-31,2022-12-31,0,0,196.53388090349077,4.394449154672439,hydro,0,KY,-171.03901437371664,1,0.0,,,34.0,5385.0,0.0,0.0,91.0,2059,399153.61,16.37782340862423,,NRIS,80.0
P::B::G539,2022-12-31,2023-12-31,0,0,208.52566735112936,4.394449154672439,hydro,0,KY,-183.03080082135523,1,0.0,0.0,,45.0,6728.0,0.0,0.0,131.0,205,53410.8,17.377138945927445,,NRIS,80.0
P::B::G539,2023-12-31,2024-12-31,0,0,220.51745379876797,4.394449154672439,hydro,0,KY,-195.02258726899385,1,0.0,0.0,,42.0,6128.0,0.0,0.0,201.0,437,89321.64,18.376454483230663,Withdrawn,NRIS,80.0
P::B::G539,2024-12-31,2025-12-31,0,0,,4.394449154672439,hydro,0,KY,,0,0.0,,,45.0,6846.53,0.0,0.0,201.0,2331,440790.32,,Withdrawn,NRIS,80.0
P::B::G539,2025-12-31,2026-12-31,0,0,244.53388090349077,4.394449154672439,hydro,0,KY,-219.03901437371664,1,0.0,,,24.0,3706.0,0.0,0.0,110.0,1139,222351.24,20.37782340862423,,,80.0
P::B::G540,2020-12-31,2021-12-31,0,0,,4.394449154672439,wind_onshore,0,IA,,0,,,,48.0,7676.4,0.0,0.0,17866.6,1781,358269.28,,,,80.0
P::B::G540,2021-12-31,2022-12-31,0,0,195.97535934291582,4.394449154672439,wind_onshore,0,IA,-169.9876796714579,1,0.0,,0.0,64.0,9726.4,0.0,0.0,21851.6,2059,399153.61,16.331279945242983,,NRIS,80.0
P::B::G540,2022-12-31,2023-12-31,0,0,207.9671457905544,4.394449154672439,wind_onshore,0,IA,-181.97946611909651,1,0.0,0.0,0.999315537303217,103.0,17512.4,0.0,0.0,32822.2,205,53410.8,17.3305954825462,,NRIS,80.0
P::B::G540,2023-12-31,2024-12-31,0,0,219.95893223819303,4.394449154672439,wind_onshore,0,IA,-193.9712525667351,1,0.0,0.0,1.998631074606434,97.0,15410.4,0.0,0.0,31412.6,437,89321.64,18.32991101984942,Operational,NRIS,80.0
P::B::G540,2024-12-31,2025-12-31,0,0,,4.394449154672439,wind_onshore,0,IA,,0,0.0,,3.0006844626967832,131.0,21913.0,0.0,0.0,52488.84,2331,440790.32,,Operational,NRIS,80.0
P::B::G540,2025-12-31,2026-12-31,0,0,243.97535934291582,4.394449154672439,wind_onshore,0,IA,-217.9876796714579,1,0.0,,4.0,120.0,23669.94,0.0,0.0,45562.49,1139,222351.24,20.331279945242983,IA Executed,,80.0
P::B::G541,2020-12-31,2021-12-31,0,0,,3.9318256327243257,other,0,PA,,0,,,,0.0,0.0,0.0,0.0,127.0,1781,358269.28,,,,50.0
P::B::G541,2021-12-31,2022-12-31,0,0,195.94250513347023,3.9318256327243257,other,0,PA,-182.99794661190964,1,0.0,,0.0,0.0,0.0,0.0,0.0,1455.0,2059,399153.61,16.32854209445585,,NRIS,50.0
P::B::G541,2022-12-31,2023-12-31,0,0,207.93429158110882,3.9318256327243257,other,0,PA,-194.98973305954826,1,0.0,0.0,0.999315537303217,0.0,0.0,0.0,0.0,5147.0,205,53410.8,17.32785763175907,,NRIS,50.0
P::B::G541,2023-12-31,2024-12-31,0,0,219.92607802874744,3.9318256327243257,other,0,PA,-206.98151950718685,1,0.0,0.0,1.998631074606434,0.0,0.0,0.0,0.0,6746.0,437,89321.64,18.327173169062284,Operational,NRIS,50.0
P::B::G541,2024-12-31,2025-12-31,0,0,,3.9318256327243257,other,0,PA,,0,0.0,,3.0006844626967832,0.0,0.0,0.0,0.0,11342.23,2331,440790.32,,Operational,NRIS,50.0
P::B::G541,2025-12-31,2026-12-31,0,0,243.94250513347023,3.9318256327243257,other,0,PA,-230.99794661190964,1,0.0,,4.0,0.0,0.0,0.0,0.0,9535.13,1139,222351.24,20.32854209445585,IA Executed,,50.0
P::B::G542,2021-12-31,2022-12-31,0,0,195.94250513347023,3.9318256327243257,other,0,PA,-164.99383983572895,1,,,,0.0,0.0,0.0,0.0,1455.0,2059,399153.61,16.32854209445585,,NRIS,50.0
P::B::G542,2022-12-31,2023-12-31,0,0,207.93429158110882,3.9318256327243257,other,0,PA,-176.98562628336757,1,0.0,0.0,,0.0,0.0,0.0,0.0,5147.0,205,53410.8,17.32785763175907,,NRIS,50.0
P::B::G542,2023-12-31,2024-12-31,0,0,219.92607802874744,3.9318256327243257,other,0,PA,-188.97741273100615,1,0.0,0.0,,0.0,0.0,0.0,0.0,6746.0,437,89321.64,18.327173169062284,IA Executed,NRIS,50.0
P::B::G542,2024-12-31,2025-12-31,0,0,,3.9318256327243257,other,0,PA,,0,0.0,,,0.0,0.0,0.0,0.0,11342.23,2331,440790.32,,IA Executed,NRIS,50.0
P::B::G542,2025-12-31,2026-12-31,0,0,243.94250513347023,3.9318256327243257,other,0,PA,-212.99383983572895,1,0.0,,,0.0,0.0,0.0,0.0,9535.13,1139,222351.24,20.32854209445585,IA Executed,,50.0
P::B::G543,2020-12-31,2021-12-31,0,0,,3.9318256327243257,other,0,PA,,0,,,,0.0,0.0,0.0,0.0,127.0,1781,358269.28,,,,50.0
P::B::G543,2021-12-31,2022-12-31,0,0,195.94250513347023,3.9318256327243257,other,0,PA,-192.98562628336757,1,0.0,,0.0,0.0,0.0,0.0,0.0,1455.0,2059,399153.61,16.32854209445585,,NRIS,50.0
P::B::G543,2022-12-31,2023-12-31,0,0,207.93429158110882,3.9318256327243257,other,0,PA,-204.97741273100615,1,0.0,0.0,0.999315537303217,0.0,0.0,0.0,0.0,5147.0,205,53410.8,17.32785763175907,,NRIS,50.0
P::B::G543,2023-12-31,2024-12-31,0,0,219.92607802874744,3.9318256327243257,other,0,PA,-216.96919917864477,1,0.0,0.0,1.998631074606434,0.0,0.0,0.0,0.0,6746.0,437,89321.64,18.327173169062284,Operational,NRIS,50.0
P::B::G543,2024-12-31,2025-12-31,0,0,,3.9318256327243257,other,0,PA,,0,0.0,,3.0006844626967832,0.0,0.0,0.0,0.0,11342.23,2331,440790.32,,Operational,NRIS,50.0
P::B::G543,2025-12-31,2026-12-31,0,0,243.94250513347023,3.9318256327243257,other,0,PA,-240.98562628336757,1,0.0,,4.0,0.0,0.0,0.0,0.0,9535.13,1139,222351.24,20.32854209445585,IA Executed,,50.0
P::B::G544,2020-12-31,2021-12-31,0,0,,5.303304908059076,wind_onshore,0,IL,,0,,,,70.0,12341.0,0.0,0.0,17866.6,1781,358269.28,,,,200.0
P::B::G544,2021-12-31,2022-12-31,0,0,195.81108829568788,5.303304908059076,wind_onshore,0,IL,-182.99794661190964,1,0.0,,,109.0,20650.0,0.0,0.0,21851.6,2059,399153.61,16.317590691307323,,NRIS,200.0
P::B::G544,2022-12-31,2023-12-31,0,0,207.8028747433265,5.303304908059076,wind_onshore,0,IL,-194.98973305954826,1,0.0,0.0,,227.0,45104.0,0.0,0.0,32822.2,205,53410.8,17.31690622861054,,NRIS,200.0
P::B::G544,2023-12-31,2024-12-31,0,0,219.7946611909651,5.303304908059076,wind_onshore,0,IL,-206.98151950718685,1,0.0,0.0,,230.0,41327.0,0.0,0.0,31412.6,437,89321.64,18.316221765913756,In Progress (unknown study),NRIS,200.0
P::B::G544,2024-12-31,2025-12-31,0,0,,5.303304908059076,wind_onshore,0,IL,,0,0.0,,,350.0,63281.3,0.0,0.0,52488.84,2331,440790.32,,In Progress (unknown study),NRIS,200.0
P::B::G544,2025-12-31,2026-12-31,0,0,243.81108829568788,5.303304908059076,wind_onshore,0,IL,-230.99794661190964,1,0.0,,,274.0,52836.75,0.0,0.0,45562.49,1139,222351.24,20.317590691307323,IA Executed,,200.0
P::B::G545,2020-12-31,2021-12-31,0,0,,5.303304908059076,wind_onshore,0,IL,-96.0,1,,,,70.0,12341.0,0.0,0.0,17866.6,1781,358269.28,,,,200.0
P::B::G545,2021-12-31,2022-12-31,0,0,195.7782340862423,5.303304908059076,wind_onshore,0,IL,-107.9917864476386,1,0.0,0.0,0.0,109.0,20650.0,0.0,0.0,21851.6,2059,399153.61,16.314852840520192,,NRIS,200.0
P::B::G545,2022-12-31,2023-12-31,0,0,207.7700205338809,5.303304908059076,wind_onshore,0,IL,-119.9835728952772,1,0.0,0.0,0.999315537303217,227.0,45104.0,0.0,0.0,32822.2,205,53410.8,17.31416837782341,,NRIS,200.0
P::B::G545,2023-12-31,2024-12-31,0,0,219.7618069815195,5.303304908059076,wind_onshore,0,IL,-131.97535934291582,1,0.0,0.0,1.998631074606434,230.0,41327.0,0.0,0.0,31412.6,437,89321.64,18.313483915126625,Operational,NRIS,200.0
P::B::G545,2024-12-31,2025-12-31,0,0,,5.303304908059076,wind_onshore,0,IL,,0,0.0,,3.0006844626967832,350.0,63281.3,0.0,0.0,52488.84,2331,440790.32,,Operational,NRIS,200.0
P::B::G545,2025-12-31,2026-12-31,0,0,243.7782340862423,5.303304908059076,wind_onshore,0,IL,-216.0164271047228,1,0.0,,4.0,274.0,52836.75,0.0,0.0,45562.49,1139,222351.24,20.314852840520192,IA Executed,,200.0
P::B::G546,2021-12-31,2022-12-31,0,0,195.67967145790556,4.61512051684126,wind_onshore,0,WI,-182.99794661190964,1,,,,106.0,15694.0,0.0,0.0,21851.6,2059,399153.61,16.306639288158795,,NRIS,100.0
P::B::G546,2022-12-31,2023-12-31,0,0,207.67145790554414,4.61512051684126,wind_onshore,0,WI,-194.98973305954826,1,0.0,0.0,,136.0,20687.0,0.0,0.0,32822.2,205,53410.8,17.305954825462013,,NRIS,100.0
P::B::G546,2023-12-31,2024-12-31,0,0,219.66324435318276,4.61512051684126,wind_onshore,0,WI,-206.98151950718685,1,0.0,0.0,,136.0,18595.0,0.0,0.0,31412.6,437,89321.64,18.305270362765228,IA Executed,NRIS,100.0
P::B::G546,2024-12-31,2025-12-31,0,0,,4.61512051684126,wind_onshore,0,WI,,0,0.0,,,127.0,19860.62,0.0,0.0,52488.84,2331,440790.32,,IA Executed,NRIS,100.0
P::B::G546,2025-12-31,2026-12-31,0,0,243.67967145790556,4.61512051684126,wind_onshore,0,WI,-230.99794661190964,1,0.0,,,117.0,26555.32,0.0,0.0,45562.49,1139,222351.24,20.306639288158795,IA Executed,,100.0
P::B::G547,2020-12-31,2021-12-31,0,0,,2.772588722239781,hydro,0,MO,,0,,,,24.0,4899.0,0.0,0.0,64.0,1781,358269.28,,,,15.0
P::B::G547,2021-12-31,2022-12-31,0,0,195.44969199178644,2.772588722239781,hydro,0,MO,-192.98562628336757,1,0.0,,0.0,41.0,7691.0,0.0,0.0,91.0,2059,399153.61,16.28747433264887,,NRIS,15.0
P::B::G547,2022-12-31,2023-12-31,0,0,207.44147843942505,2.772588722239781,hydro,0,MO,-204.97741273100615,1,0.0,0.0,0.999315537303217,66.0,13557.0,0.0,0.0,131.0,205,53410.8,17.286789869952088,,NRIS,15.0
P::B::G547,2023-12-31,2024-12-31,0,0,219.43326488706364,2.772588722239781,hydro,0,MO,-216.96919917864477,1,0.0,0.0,1.998631074606434,62.0,11632.0,0.0,0.0,201.0,437,89321.64,18.286105407255306,Operational,NRIS,15.0
P::B::G547,2024-12-31,2025-12-31,0,0,,2.772588722239781,hydro,0,MO,,0,0.0,,3.0006844626967832,80.0,16565.23,0.0,0.0,201.0,2331,440790.32,,Operational,NRIS,15.0
P::B::G547,2025-12-31,2026-12-31,0,0,243.44969199178644,2.772588722239781,hydro,0,MO,-240.98562628336757,1,0.0,,4.0,53.0,14816.36,0.0,0.0,110.0,1139,222351.24,20.28747433264887,IA Executed,,15.0
P::B::G548,2020-12-31,2021-12-31,0,0,,4.394449154672439,wind_onshore,0,IA,,0,,,,48.0,7676.4,0.0,0.0,17866.6,1781,358269.28,,,,80.0
P::B::G548,2021-12-31,2022-12-31,0,0,195.44969199178644,4.394449154672439,wind_onshore,0,IA,-169.00205338809036,1,0.0,,0.0,64.0,9726.4,0.0,0.0,21851.6,2059,399153.61,16.28747433264887,,NRIS,80.0
P::B::G548,2022-12-31,2023-12-31,0,0,207.44147843942505,4.394449154672439,wind_onshore,0,IA,-180.99383983572895,1,0.0,0.0,0.999315537303217,103.0,17512.4,0.0,0.0,32822.2,205,53410.8,17.286789869952088,,NRIS,80.0
P::B::G548,2023-12-31,2024-12-31,0,0,219.43326488706364,4.394449154672439,wind_onshore,0,IA,-192.98562628336757,1,0.0,0.0,1.998631074606434,97.0,15410.4,0.0,0.0,31412.6,437,89321.64,18.286105407255306,Operational,NRIS,80.0
P::B::G548,2024-12-31,2025-12-31,0,0,,4.394449154672439,wind_onshore,0,IA,,0,0.0,,3.0006844626967832,131.0,21913.0,0.0,0.0,52488.84,2331,440790.32,,Operational,NRIS,80.0
P::B::G548,2025-12-31,2026-12-31,0,0,243.44969199178644,4.394449154672439,wind_onshore,0,IA,-217.00205338809036,1,0.0,,4.0,120.0,23669.94,0.0,0.0,45562.49,1139,222351.24,20.28747433264887,IA Executed,,80.0
P::B::G549,2020-12-31,2021-12-31,0,0,,3.044522437723423,wind_onshore,0,MN,-24.016427104722794,1,,,,50.0,7237.0,0.0,0.0,17866.6,1781,358269.28,,,,20.0
P::B::G549,2021-12-31,2022-12-31,0,0,195.3182751540041,3.044522437723423,wind_onshore,0,MN,-36.0082135523614,1,0.0,0.0,,69.0,8485.6,0.0,0.0,21851.6,2059,399153.61,16.27652292950034,,NRIS,20.0
P::B::G549,2022-12-31,2023-12-31,0,0,207.3100616016427,3.044522437723423,wind_onshore,0,MN,-48.0,1,0.0,0.0,,102.0,14923.6,0.0,0.0,32822.2,205,53410.8,17.27583846680356,,NRIS,20.0
P::B::G549,2023-12-31,2024-12-31,0,0,219.30184804928132,3.044522437723423,wind_onshore,0,MN,-59.9917864476386,1,0.0,0.0,,97.0,13485.6,0.0,0.0,31412.6,437,89321.64,18.275154004106778,System Impact Study,NRIS,20.0
P::B::G549,2024-12-31,2025-12-31,0,0,,3.044522437723423,wind_onshore,0,MN,,0,0.0,,,152.0,24788.75,0.0,0.0,52488.84,2331,440790.32,,System Impact Study,NRIS,20.0
P::B::G549,2025-12-31,2026-12-31,0,0,243.3182751540041,3.044522437723423,wind_onshore,0,MN,-204.97741273100615,1,0.0,,,155.0,28421.81,0.0,0.0,45562.49,1139,222351.24,20.27652292950034,IA Executed,,20.0
P::B::G550,2020-12-31,2021-12-31,0,0,,3.2188758248682006,natural_gas,0,WI,,0,,,,61.0,8587.0,0.0,0.0,5035.0,1781,358269.28,,,,24.0
P::B::G550,2021-12-31,2022-12-31,0,0,195.21971252566735,3.2188758248682006,natural_gas,0,WI,-180.00821355236138,1,0.0,,0.0,106.0,15694.0,0.0,0.0,9996.0,2059,399153.61,16.268309377138944,,NRIS,24.0
P::B::G550,2022-12-31,2023-12-31,0,0,207.21149897330596,3.2188758248682006,natural_gas,0,WI,-192.0,1,0.0,0.0,0.999315537303217,136.0,20687.0,0.0,0.0,12590.4,205,53410.8,17.267624914442163,,NRIS,24.0
P::B::G550,2023-12-31,2024-12-31,0,0,219.20328542094455,3.2188758248682006,natural_gas,0,WI,-203.99178644763862,1,0.0,0.0,1.998631074606434,136.0,18595.0,0.0,0.0,10163.4,437,89321.64,18.26694045174538,Operational,NRIS,24.0
P::B::G550,2024-12-31,2025-12-31,0,0,,3.2188758248682006,natural_gas,0,WI,,0,0.0,,3.0006844626967832,127.0,19860.62,0.0,0.0,26425.93,2331,440790.32,,Operational,NRIS,24.0
P::B::G550,2025-12-31,2026-12-31,0,0,243.21971252566735,3.2188758248682006,natural_gas,0,WI,-228.00821355236138,1,0.0,,4.0,117.0,26555.32,0.0,0.0,70867.92,1139,222351.24,20.268309377138944,IA Executed,,24.0
P::B::G551,2020-12-31,2021-12-31,0,0,,4.605170185988092,wind_onshore,0,IA,-132.99383983572895,1,,,,48.0,7676.4,0.0,0.0,17866.6,1781,358269.28,,,,99.0
P::B::G551,2021-12-31,2022-12-31,0,0,195.12114989733058,4.605170185988092,wind_onshore,0,IA,-144.98562628336757,1,0.0,0.0,0.0,64.0,9726.4,0.0,0.0,21851.6,2059,399153.61,16.26009582477755,,NRIS,99.0
P::B::G551,2022-12-31,2023-12-31,0,0,207.1129363449692,4.605170185988092,wind_onshore,0,IA,-156.97741273100615,1,0.0,0.0,0.999315537303217,103.0,17512.4,0.0,0.0,32822.2,205,53410.8,17.259411362080765,,NRIS,99.0
P::B::G551,2023-12-31,2024-12-31,0,0,219.10472279260782,4.605170185988092,wind_onshore,0,IA,-168.96919917864477,1,0.0,0.0,1.998631074606434,97.0,15410.4,0.0,0.0,31412.6,437,89321.64,18.258726899383984,Operational,NRIS,99.0
P::B::G551,2024-12-31,2025-12-31,0,0,,4.605170185988092,wind_onshore,0,IA,,0,0.0,,3.0006844626967832,131.0,21913.0,0.0,0.0,52488.84,2331,440790.32,,Operational,NRIS,99.0
P::B::G551,2025-12-31,2026-12-31,0,0,243.12114989733058,4.605170185988092,wind_onshore,0,IA,-228.53388090349077,1,0.0,,4.0,120.0,23669.94,0.0,0.0,45562.49,1139,222351.24,20.26009582477755,IA Executed,,99.0
P::B::G552,2020-12-31,2021-12-31,0,0,,3.9318256327243257,wind_onshore,0,IA,,0,,,,48.0,7676.4,0.0,0.0,17866.6,1781,358269.28,,,,50.0
P::B::G552,2021-12-31,2022-12-31,0,0,195.08829568788502,3.9318256327243257,wind_onshore,0,IA,-187.00616016427105,1,0.0,,,64.0,9726.4,0.0,0.0,21851.6,2059,399153.61,16.257357973990416,,NRIS,50.0
P::B::G552,2022-12-31,2023-12-31,0,0,207.0800821355236,3.9318256327243257,wind_onshore,0,IA,-198.99794661190964,1,0.0,0.0,,103.0,17512.4,0.0,0.0,32822.2,205,53410.8,17.256673511293634,,NRIS,50.0
P::B::G552,2023-12-31,2024-12-31,0,0,219.07186858316223,3.9318256327243257,wind_onshore,0,IA,-210.98973305954826,1,0.0,0.0,,97.0,15410.4,0.0,0.0,31412.6,437,89321.64,18.255989048596852,System Impact Study,NRIS,50.0
P::B::G552,2024-12-31,2025-12-31,0,0,,3.9318256327243257,wind_onshore,0,IA,,0,0.0,,,131.0,21913.0,0.0,0.0,52488.84,2331,440790.32,,System Impact Study,NRIS,50.0
P::B::G552,2025-12-31,2026-12-31,0,0,243.08829568788502,3.9318256327243257,wind_onshore,0,IA,-235.00616016427105,1,0.0,,,120.0,23669.94,0.0,0.0,45562.49,1139,222351.24,20.257357973990416,IA Executed,,50.0
P::B::G553,2021-12-31,2022-12-31,0,0,195.02258726899385,5.638354669333745,natural_gas,0,WI,-171.99178644763862,1,,,,106.0,15694.0,0.0,0.0,9996.0,2059,399153.61,16.251882272416154,,NRIS,280.0
P::B::G553,2022-12-31,2023-12-31,0,0,207.01437371663243,5.638354669333745,other,0,WI,-183.9835728952772,1,0.0,0.0,,136.0,20687.0,0.0,0.0,5147.0,205,53410.8,17.251197809719372,,NRIS,280.0
P::B::G553,2023-12-31,2024-12-31,0,0,219.00616016427105,5.638354669333745,other,0,WI,-195.97535934291582,1,0.0,0.0,,136.0,18595.0,0.0,0.0,6746.0,437,89321.64,18.250513347022586,IA Executed,NRIS,280.0
P::B::G553,2024-12-31,2025-12-31,0,0,,5.638354669333745,other,0,WI,,0,0.0,,,127.0,19860.62,0.0,0.0,11342.23,2331,440790.32,,IA Executed,NRIS,280.0
P::B::G553,2025-12-31,2026-12-31,0,0,243.02258726899385,5.638354669333745,other,0,WI,-219.99178644763862,1,0.0,,,117.0,26555.32,0.0,0.0,9535.13,1139,222351.24,20.251882272416154,IA Executed,,280.0
P::B::G554,2020-12-31,2021-12-31,0,0,,4.61512051684126,wind_onshore,0,IA,,0,,,,48.0,7676.4,0.0,0.0,17866.6,1781,358269.28,,,,100.0
P::B::G554,2021-12-31,2022-12-31,0,0,194.23408624229978,4.61512051684126,wind_onshore,0,IA,-169.00205338809036,1,0.0,,,64.0,9726.4,0.0,0.0,21851.6,2059,399153.61,16.186173853524984,,NRIS,100.0
P::B::G554,2022-12-31,2023-12-31,0,0,206.2258726899384,4.61512051684126,wind_onshore,0,IA,-180.99383983572895,1,0.0,0.0,,103.0,17512.4,0.0,0.0,32822.2,205,53410.8,17.1854893908282,,NRIS,100.0
P::B::G554,2023-12-31,2024-12-31,0,0,218.21765913757702,4.61512051684126,wind_onshore,0,IA,-192.98562628336757,1,0.0,0.0,,97.0,15410.4,0.0,0.0,31412.6,437,89321.64,18.184804928131417,Withdrawn,NRIS,100.0
P::B::G554,2024-12-31,2025-12-31,0,0,,4.61512051684126,wind_onshore,0,IA,,0,0.0,,,131.0,21913.0,0.0,0.0,52488.84,2331,440790.32,,Withdrawn,NRIS,100.0
P::B::G554,2025-12-31,2026-12-31,0,0,242.23408624229978,4.61512051684126,wind_onshore,0,IA,-217.00205338809036,1,0.0,,,120.0,23669.94,0.0,0.0,45562.49,1139,222351.24,20.186173853524984,,,100.0
P::B::G555,2020-12-31,2021-12-31,0,0,,4.61512051684126,wind_onshore,0,MN,,0,,,,50.0,7237.0,0.0,0.0,17866.6,1781,358269.28,,,,100.0
P::B::G555,2021-12-31,2022-12-31,0,0,194.23408624229978,4.61512051684126,wind_onshore,0,MN,-185.00205338809036,1,0.0,,,69.0,8485.6,0.0,0.0,21851.6,2059,399153.61,16.186173853524984,,NRIS,100.0
P::B::G555,2022-12-31,2023-12-31,0,0,206.2258726899384,4.61512051684126,wind_onshore,0,MN,-196.99383983572895,1,0.0,0.0,,102.0,14923.6,0.0,0.0,32822.2,205,53410.8,17.1854893908282,,NRIS,100.0
P::B::G555,2023-12-31,2024-12-31,0,0,218.21765913757702,4.61512051684126,wind_onshore,0,MN,-208.98562628336757,1,0.0,0.0,,97.0,13485.6,0.0,0.0,31412.6,437,89321.64,18.184804928131417,System Impact Study,NRIS,100.0
P::B::G555,2024-12-31,2025-12-31,0,0,,4.61512051684126,wind_onshore,0,MN,,0,0.0,,,152.0,24788.75,0.0,0.0,52488.84,2331,440790.32,,System Impact Study,NRIS,100.0
P::B::G555,2025-12-31,2026-12-31,0,0,242.23408624229978,4.61512051684126,wind_onshore,0,MN,-233.00205338809036,1,0.0,,,155.0,28421.81,0.0,0.0,45562.49,1139,222351.24,20.186173853524984,IA Executed,,100.0
P::B::G561,2020-12-31,2021-12-31,0,0,,5.351858133476067,wind_onshore,0,IL,,0,,,,70.0,12341.0,0.0,0.0,17866.6,1781,358269.28,,,,210.0
P::B::G561,2021-12-31,2022-12-31,0,0,194.0041067761807,5.351858133476067,wind_onshore,0,IL,-177.01848049281315,1,0.0,,,109.0,20650.0,0.0,0.0,21851.6,2059,399153.61,16.16700889801506,,NRIS,210.0
P::B::G561,2022-12-31,2023-12-31,0,0,205.9958932238193,5.351858133476067,wind_onshore,0,IL,-189.01026694045174,1,0.0,0.0,,227.0,45104.0,0.0,0.0,32822.2,205,53410.8,17.166324435318277,,NRIS,210.0
P::B::G561,2023-12-31,2024-12-31,0,0,217.9876796714579,5.351858133476067,wind_onshore,0,IL,-201.00205338809036,1,0.0,0.0,,230.0,41327.0,0.0,0.0,31412.6,437,89321.64,18.16563997262149,Withdrawn,NRIS,210.0
P::B::G561,2024-12-31,2025-12-31,0,0,,5.351858133476067,wind_onshore,0,IL,,0,0.0,,,350.0,63281.3,0.0,0.0,52488.84,2331,440790.32,,Withdrawn,NRIS,210.0
P::B::G561,2025-12-31,2026-12-31,0,0,242.0041067761807,5.351858133476067,wind_onshore,0,IL,-225.01848049281315,1,0.0,,,274.0,52836.75,0.0,0.0,45562.49,1139,222351.24,20.16700889801506,,,210.0
P::B::G562,2020-12-31,2021-12-31,0,0,,0.6931471805599453,hydro,0,WI,,0,,,,61.0,8587.0,0.0,0.0,64.0,1781,358269.28,,,,1.0
P::B::G562,2021-12-31,2022-12-31,0,0,193.9712525667351,0.6931471805599453,other,0,WI,-171.00616016427105,1,0.0,,0.0,106.0,15694.0,0.0,0.0,1455.0,2059,399153.61,16.164271047227928,,ERIS,1.0
